# This file is automatically generated, do not edit.
#
# The format of the data in this table is as follows:
#
# char zh big5 hkscs zhuyin kanji hiragana katakana punct symbol cj3_codes cj5_codes frequency

𥺼 1 0 1 0 0 0 0 0 0 fdmlm fdmlm 0
𥺽 1 0 0 0 0 0 0 0 0 fdomb fdomb 0
𥺾 1 0 0 0 0 0 0 0 0 fdymb fdymb 0
𥺿 1 0 0 0 0 0 0 0 0 fdkmr fdkmr 0
𥻀 1 0 0 0 0 0 0 0 0 fdnyr fdnyr 0
𥻁 1 0 0 0 0 0 0 0 0 fdumb fdumb 0
𥻂 1 0 0 0 0 0 0 0 0 fddwf fddwf 0
𥻃 1 0 0 0 0 0 0 0 0 fddln fddln 0
𥻄 1 0 0 0 0 0 0 0 0 fdppa fdppa 0
𥻅 1 0 0 0 0 0 0 0 0 fdmrw fdmrw 0
𥻆 1 0 0 0 0 0 0 0 0 ywfd ywfd 0
𥻇 1 0 0 0 0 0 0 0 0 fdihr fdihr 0
𥻈 1 0 0 0 0 0 0 0 0 fdptd fdptd 0
𥻉 1 0 0 0 0 0 0 0 0 fdapv fdapv 0
𥻊 1 0 0 0 0 0 0 0 0 pkefd pkefd 0
𥻋 1 0 0 0 0 0 0 0 0 fqc fqc 0
𥻌 1 0 0 0 0 0 0 0 0 dnfd dnfd 0
𥻍 1 0 0 0 0 0 0 0 0 fdlma fdlma 0
𥻎 1 0 0 0 0 0 0 0 0 fdtcg fdtcg 0
𥻏 1 0 0 0 0 0 0 0 0 fdwp fdwp 0
𥻐 1 0 0 0 0 0 0 0 0 fdsfd fdsfd 0
𥻑 1 0 0 0 0 0 0 0 0 fdwib fdwlb 0
𥻒 1 0 0 0 0 0 0 0 0 fdnid fdnid 0
𥻓 1 0 0 0 0 0 0 0 0 fdmor fdior,fdmor 0
𥻔 1 0 0 0 0 0 0 0 0 fdttt fdtmj 0
𥻕 1 0 0 0 0 0 0 0 0 fdfjd fdfjd 0
𥻖 1 0 0 0 0 0 0 0 0 fdtpo fdtpo 0
𥻗 1 0 1 0 0 0 0 0 0 fddam fddam 0
𥻘 1 0 1 0 0 0 0 0 0 fqvvv fqvvv 0
𥻙 1 0 0 0 0 0 0 0 0 fdtgk fdtgk 0
𥻚 1 0 0 0 0 0 0 0 0 fdyta fdyta 0
𥻛 1 0 0 0 0 0 0 0 0 fdmwg fdmwg 0
𥻜 1 0 0 0 0 0 0 0 0 fdwik fdwik 0
𥻝 1 0 0 0 0 0 0 0 0 fdhjg fdhjg 0
𥻞 1 0 0 0 0 0 0 0 0 fdjhr fdjhr 0
𥻟 1 0 0 0 0 0 0 0 0 fdmbk fdmbk 0
𥻠 1 0 0 0 0 0 0 0 0 fdbuh fdbuh 0
𥻡 1 0 0 0 0 0 0 0 0 fdahu fdahu 0
𥻢 1 0 0 0 0 0 0 0 0 fdrhu fdrhu 0
𥻣 1 0 0 0 0 0 0 0 0 fdqgi fdqgi 0
𥻤 1 0 0 0 0 0 0 0 0 fdpuu fdpuu 0
𥻥 1 0 0 0 0 0 0 0 0 fdmrb fdmrb 0
𥻦 1 0 0 0 0 0 0 0 0 kefd kefd 0
𥻧 1 0 0 0 0 0 0 0 0 fdtxc fdtxc 0
𥻨 1 0 0 0 0 0 0 0 0 fdjbf fdjbf 0
𥻩 1 0 0 0 0 0 0 0 0 fdbac fdbac 0
𥻪 1 0 0 0 0 0 0 0 0 fdqqc fdqlc 0
𥻫 1 0 0 0 0 0 0 0 0 nmnmd sdsfd 0
𥻬 1 0 0 0 0 0 0 0 0 fdoge fdoge 0
𥻭 1 0 0 0 0 0 0 0 0 fdybs fdybs 0
𥻮 1 0 0 0 0 0 0 0 0 fdjyj fdjyj 0
𥻯 1 0 0 0 0 0 0 0 0 fdrvj fdvrj 0
𥻰 1 0 0 0 0 0 0 0 0 fdttb fdttb 0
𥻱 1 0 0 0 0 0 0 0 0 fdrbc fdrbc 0
𥻲 1 0 0 0 0 0 0 0 0 fdomr fdomr 0
𥻳 1 0 0 0 0 0 0 0 0 gfofd gfofd 0
𥻴 1 0 0 0 0 0 0 0 0 mefd mefd 0
𥻵 1 0 0 0 0 0 0 0 0 fdagi fdagi 0
𥻶 1 0 0 0 0 0 0 0 0 fdumt fdumt 0
𥻷 1 0 0 0 0 0 0 0 0 fdhaj fdhaj 0
𥻸 1 0 0 0 0 0 0 0 0 fdwlm fdwlm 0
𥻹 1 0 0 0 0 0 0 0 0 fdtod fdtod 0
𥻺 1 0 0 0 0 0 0 0 0 fdbvk fdbvk 0
𥻻 1 0 0 0 0 0 0 0 0 fdvfb fdvfb 0
𥻼 1 0 0 0 0 0 0 0 0 fdhrf fdhrf 0
𥻽 1 0 0 0 0 0 0 0 0 fkgr fkgr 0
𥻾 1 0 0 0 0 0 0 0 0 fdnhe fdnhe 0
𥻿 1 0 0 0 0 0 0 0 0 fdyub fdyub 0
𥼀 1 0 0 0 0 0 0 0 0 fdihf fdihf 0
𥼁 1 0 0 0 0 0 0 0 0 fdyyj fdyij 0
𥼂 1 0 0 0 0 0 0 0 0 fduog fduog 0
𥼃 1 0 0 0 0 0 0 0 0 fdqmc fdqmc 0
𥼄 1 0 0 0 0 0 0 0 0 fdhdd fdhdd 0
𥼅 1 0 0 0 0 0 0 0 0 mkmfd mkmfd 0
𥼆 1 0 0 0 0 0 0 0 0 gefd gefd 0
𥼇 1 0 0 0 0 0 0 0 0 fdnob fdnob 0
𥼈 1 0 0 0 0 0 0 0 0 fdnou fdnou 0
𥼉 1 0 0 0 0 0 0 0 0 fdtcb fdtcb 0
𥼊 1 0 0 0 0 0 0 0 0 fdihj fdihj 0
𥼋 1 0 0 0 0 0 0 0 0 jkmfd jkmfd 0
𥼌 1 0 0 0 0 0 0 0 0 fditf fditf 0
𥼍 1 0 0 0 0 0 0 0 0 fdjoa fdjoa 0
𥼎 1 0 0 0 0 0 0 0 0 fdtgy fdtgy 0
𥼏 1 0 0 0 0 0 0 0 0 fdjjq fdjjq 0
𥼐 1 0 0 0 0 0 0 0 0 fdrrf fdrrf 0
𥼑 1 0 0 0 0 0 0 0 0 fdwfd fdwfd 0
𥼒 1 0 0 0 0 0 0 0 0 hnfd hnfd 0
𥼓 1 0 0 0 0 0 0 0 0 fdtpb fdtpb 0
𥼔 1 0 0 0 0 0 0 0 0 fdedl fdedl 0
𥼕 1 0 0 0 0 0 0 0 0 fdhyt fdhyt 0
𥼖 1 0 0 0 0 0 0 0 0 fdoyk fdoyk 0
𥼗 1 0 0 0 0 0 0 0 0 fdvmp fdvnp 0
𥼘 1 0 0 0 0 0 0 0 0 fdvio fdvii,fdvik 0
𥼙 1 0 0 0 0 0 0 0 0 fdvnf fdnef,fdvef 0
𥼚 1 0 1 0 0 0 0 0 0 fdogf fdogf 0
𥼛 1 0 0 0 0 0 0 0 0 huhud huhud 0
𥼜 1 0 0 0 0 0 0 0 0 fdtco fdtco 0
𥼝 1 0 0 0 0 0 0 0 0 fdoyb fdoyb 0
𥼞 1 0 0 0 0 0 0 0 0 fdlyf fdlyf 0
𥼟 1 0 0 0 0 0 0 0 0 fdwlo fdwlo 0
𥼠 1 0 0 0 0 0 0 0 0 fdlyd fdlyd 0
𥼡 1 0 0 0 0 0 0 0 0 fdnxp fdnxp 0
𥼢 1 0 0 0 0 0 0 0 0 fdtld fdtld 0
𥼣 1 0 0 0 0 0 0 0 0 fdotf fdotf 0
𥼤 1 0 0 0 0 0 0 0 0 fdtcl fdtcl 0
𥼥 1 0 0 0 0 0 0 0 0 fdjwf fdjwf 0
𥼦 1 0 0 0 0 0 0 0 0 fdmww fdmww 0
𥼧 1 0 0 0 0 0 0 0 0 fdtwd fdtwd 0
𥼨 1 0 0 0 0 0 0 0 0 fdnqd fdnqd 0
𥼩 1 0 0 0 0 0 0 0 0 fdlmc fdlmc 0
𥼪 1 0 0 0 0 0 0 0 0 fdooa fdooa 0
𥼫 1 0 0 0 0 0 0 0 0 fdnnd fdnnd 0
𥼬 1 0 0 0 0 0 0 0 0 fdfd fdfd 0
𥼭 1 0 0 0 0 0 0 0 0 fdfdq fdfdq 0
𥼮 1 0 0 0 0 0 0 0 0 fdvfd fdvfd 0
𥼯 1 0 0 0 0 0 0 0 0 fdwgf fdwgf 0
𥼰 1 0 0 0 0 0 0 0 0 fdnot fdnot 0
𥼱 1 0 0 0 0 0 0 0 0 fdhkb fdhkb 0
𥼲 1 0 0 0 0 0 0 0 0 fdmjk fdmjk 0
𥼳 1 0 0 0 0 0 0 0 0 fdmmp fdmmp 0
𥼴 1 0 0 0 0 0 0 0 0 fdana fdana 0
𥼵 1 0 0 0 0 0 0 0 0 fdist fdist 0
𥼶 1 0 0 0 0 0 0 0 0 fdwlj fdwlj 0
𥼷 1 0 0 0 0 0 0 0 0 fdywm fdywm 0
𥼸 1 0 0 0 0 0 0 0 0 fdmbi fdmbi 0
𥼹 1 0 0 0 0 0 0 0 0 fdhge fdhge 0
𥼺 1 0 0 0 0 0 0 0 0 fdhuj fdhuj 0
𥼻 1 0 0 0 0 0 0 0 0 fdmoc fdioc,fdmoc 0
𥼼 1 0 0 0 0 0 0 0 0 fdisk fdisk 0
𥼽 1 0 0 0 0 0 0 0 0 fdfbw fdfbw 0
𥼾 1 0 0 0 0 0 0 0 0 fdrrd fdrrd 0
𥼿 1 0 0 0 0 0 0 0 0 svfd svfd 0
𥽀 1 0 0 0 0 0 0 0 0 udog udog 0
𥽁 1 0 0 0 0 0 0 0 0 fdoio fdoio 0
𥽂 1 0 0 0 0 0 0 0 0 hefd hefd 0
𥽃 1 0 0 0 0 0 0 0 0 fdhup fdhup 0
𥽄 1 0 0 0 0 0 0 0 0 fdvfu fdvfu 0
𥽅 1 0 0 0 0 0 0 0 0 fdkhj fdkhj 0
𥽆 1 0 0 0 0 0 0 0 0 fdyed fdyed 0
𥽇 1 0 0 0 0 0 0 0 0 fdirp fdirp 0
𥽈 1 0 0 0 0 0 0 0 0 fdtwt fdtwt 0
𥽉 1 0 0 0 0 0 0 0 0 fdwlj fdwlj 0
𥽊 1 0 0 0 0 0 0 0 0 fdhdu fdhfu 0
𥽋 1 0 1 0 0 0 0 0 0 fdomo fdomo 0
𥽌 1 0 0 0 0 0 0 0 0 fdytu fdytu 0
𥽍 1 0 0 0 0 0 0 0 0 fdddf fdddf 0
𥽎 1 0 0 0 0 0 0 0 0 fdvtc fdvtc 0
𥽏 1 0 0 0 0 0 0 0 0 swfd swfd 0
𥽐 1 0 0 0 0 0 0 0 0 sbfd sbfd 0
𥽑 1 0 0 0 0 0 0 0 0 fyfd fyfd 0
𥽒 1 0 0 0 0 0 0 0 0 fdtjd fdtjd 0
𥽓 1 0 0 0 0 0 0 0 0 fdidi fdidi 0
𥽔 1 0 0 0 0 0 0 0 0 fdvfb fdvfb 0
𥽕 1 0 0 0 0 0 0 0 0 fdjbf fdjbf 0
𥽖 1 0 0 0 0 0 0 0 0 fdpvi fdvvi 0
𥽗 1 0 0 0 0 0 0 0 0 fdvid fdvid 0
𥽘 1 0 0 0 0 0 0 0 0 fdtwi fdtwi 0
𥽙 1 0 0 0 0 0 0 0 0 fwhuk fwhik 0
𥽚 1 0 0 0 0 0 0 0 0 tefd tefd 0
𥽛 1 0 0 0 0 0 0 0 0 fdmbm fdmbo 0
𥽜 1 0 0 0 0 0 0 0 0 fdypp fdypp 0
𥽝 1 0 0 0 0 0 0 0 0 fdixe fdixe 0
𥽞 1 0 0 0 0 0 0 0 0 fdwgg fdwgg 0
𥽟 1 0 0 0 0 0 0 0 0 fdmbe fdmbe 0
𥽠 1 0 0 0 0 0 0 0 0 pifdv vivfd 0
𥽡 1 0 0 0 0 0 0 0 0 chfdc chfdc 0
𥽢 1 0 0 0 0 0 0 0 0 fdddk fdddk 0
𥽣 1 0 0 0 0 0 0 0 0 fdmbf fdmbf 0
𥽤 1 0 0 0 0 0 0 0 0 jefdc jefdc 0
𥽥 1 0 0 0 0 0 0 0 0 fdmbg fdmbg 0
𥽦 1 0 0 0 0 0 0 0 0 tefd tefd 0
𥽧 1 0 0 0 0 0 0 0 0 hkjd hkjd 0
𥽨 1 0 0 0 0 0 0 0 0 fdidr fdidr 0
𥽩 1 0 0 0 0 0 0 0 0 fdysq fdysq 0
𥽪 1 0 0 0 0 0 0 0 0 fdhsf fdhsf 0
𥽫 1 0 0 0 0 0 0 0 0 fdtlf fdtlf 0
𥽬 1 0 0 0 0 0 0 0 0 fdyrv fdyrv 0
𥽭 1 0 0 0 0 0 0 0 0 fdanw fdanw 0
𥽮 1 0 0 0 0 0 0 0 0 fdmbn fdmbn 0
𥽯 1 0 0 0 0 0 0 0 0 fdmbw fdmbw 0
𥽰 1 0 0 0 0 0 0 0 0 fdidd fdicd,fdidd 0
𥽱 1 0 0 0 0 0 0 0 0 hdykm hdyhm,hdykm 0
𥽲 1 0 0 0 0 0 0 0 0 fbfd fbfd 0
𥽳 1 0 0 0 0 0 0 0 0 hbrsj hbrsj 0
𥽴 1 0 0 0 0 0 0 0 0 fdjrr fdjrr 0
𥽵 1 0 0 0 0 0 0 0 0 fdvfu fdvfu 0
𥽶 1 0 0 0 0 0 0 0 0 fdmwk fdmwk 0
𥽷 1 0 0 0 0 0 0 0 0 fdhuc fdhuc 0
𥽸 1 0 0 0 0 0 0 0 0 fdvff fdvff 0
𥽹 1 0 0 0 0 0 0 0 0 mdrrd mdrrd 0
𥽺 1 0 0 0 0 0 0 0 0 fdwlg fdwlg 0
𥽻 1 0 0 0 0 0 0 0 0 fdfbf fdfbf 0
𥽼 1 0 0 0 0 0 0 0 0 fdtag fdtag 0
𥽽 1 0 0 0 0 0 0 0 0 ydyhm ydyhm,ydykm 0
𥽾 1 0 0 0 0 0 0 0 0 fddwa fddwa 0
𥽿 1 0 0 0 0 0 0 0 0 txhnd txhnd 0
𥾀 1 0 0 0 0 0 0 0 0 fvogf fvogf 0
𥾁 1 0 0 0 0 0 0 0 0 fdywl fdywl 0
𥾂 1 0 0 0 0 0 0 0 0 fdmbm fdmbo 0
𥾃 1 0 0 0 0 0 0 0 0 fdvfi fdvfi 0
𥾄 1 0 0 0 0 0 0 0 0 ywywd ywywd 0
𥾅 1 0 0 0 0 0 0 0 0 vfj vfj 0
𥾆 1 0 0 0 0 0 0 0 0 vfvu vfvu 0
𥾇 1 0 0 0 0 0 0 0 0 vfnn vfnn 0
𥾈 1 0 0 0 0 0 0 0 0 cvif cvif 0
𥾉 1 0 0 0 0 0 0 0 0 vfp vfp 0
𥾊 1 0 0 0 0 0 0 0 0 vfhn vfhn 0
𥾋 1 0 0 0 0 0 0 0 0 vfnhs vfnhs 0
𥾌 1 0 0 0 0 0 0 0 0 vfnd vfnnm 0
𥾍 1 0 0 0 0 0 0 0 0 vfmj vfmj 0
𥾎 1 0 0 0 0 0 0 0 0 vfml vfml 0
𥾏 1 0 0 0 0 0 0 0 0 vfn vfn 0
𥾐 1 0 0 0 0 0 0 0 0 vfip vfip 0
𥾑 1 0 0 0 0 0 0 0 0 vfqu vfqu 0
𥾒 1 0 0 0 0 0 0 0 0 vfqn vfqn 0
𥾓 1 0 0 0 0 0 0 0 0 vfol vfol 0
𥾔 1 0 0 0 0 0 0 0 0 vfhb vfhb 0
𥾕 1 0 0 0 0 0 0 0 0 vfmu vfmu 0
𥾖 1 0 0 0 0 0 0 0 0 vfllu vfllu 0
𥾗 1 0 0 0 0 0 0 0 0 vff vff 0
𥾘 1 0 0 0 0 0 0 0 0 vfg vfg 0
𥾙 1 0 0 0 0 0 0 0 0 vfmvo vfmvo 0
𥾚 1 0 0 0 0 0 0 0 0 vfbhn vfbhn 0
𥾛 1 0 0 0 0 0 0 0 0 vfpsh vfpsh 0
𥾜 1 0 0 0 0 0 0 0 0 ukvif ukvif 0
𥾝 1 0 0 0 0 0 0 0 0 vfmls vfmls 0
𥾞 1 0 0 0 0 0 0 0 0 vfbb vfbb 0
𥾟 1 0 0 0 0 0 0 0 0 mmlf mmlf 0
𥾠 1 0 0 0 0 0 0 0 0 vfshc vfshc 0
𥾡 1 0 0 0 0 0 0 0 0 vfpmm vfpim,vfpmm 0
𥾢 1 0 0 0 0 0 0 0 0 vfbmm vfbmm 0
𥾣 1 0 0 0 0 0 0 0 0 vfje vfje 0
𥾤 1 0 0 0 0 0 0 0 0 vfee vfee 0
𥾥 1 0 0 0 0 0 0 0 0 kkvf kkvf 0
𥾦 1 0 0 0 0 0 0 0 0 vfmml vfmml 0
𥾧 1 0 0 0 0 0 0 0 0 vfjb vfjb 0
𥾨 1 0 0 0 0 0 0 0 0 vvfon vfomn 0
𥾩 1 0 0 0 0 0 0 0 0 mevif mevif 0
𥾪 1 0 0 0 0 0 0 0 0 vfoy vfoy 0
𥾫 1 0 0 0 0 0 0 0 0 vfqj vfqj 0
𥾬 1 0 0 0 0 0 0 0 0 vfmvi vfmvi 0
𥾭 1 0 0 0 0 0 0 0 0 vfhlo vfhlo 0
𥾮 1 0 0 0 0 0 0 0 0 vfi vfi 0
𥾯 1 0 0 0 0 0 0 0 0 vfnl vfnl 0
𥾰 1 0 0 0 0 0 0 0 0 vft vft 0
𥾱 1 0 0 0 0 0 0 0 0 vfqu vfqu 0
𥾲 1 0 0 0 0 0 0 0 0 vfye vfye 0
𥾳 1 0 0 0 0 0 0 0 0 vfynu vfynu 0
𥾴 1 0 0 0 0 0 0 0 0 vflu vflu 0
𥾵 1 0 0 0 0 0 0 0 0 vfme vfme 0
𥾶 1 0 0 0 0 0 0 0 0 vfb vfb 0
𥾷 1 0 0 0 0 0 0 0 0 vfht vfht 0
𥾸 1 0 0 0 0 0 0 0 0 vfphh vfphh 0
𥾹 1 0 0 0 0 0 0 0 0 vfq vfq 0
𥾺 1 0 0 0 0 0 0 0 0 vfoo vfoo 0
𥾻 1 0 0 0 0 0 0 0 0 ycvif ycvif 0
𥾼 1 0 0 0 0 0 0 0 0 vfynn vfynn 0
𥾽 1 0 0 0 0 0 0 0 0 vfyy vfyy 0
𥾾 1 0 0 0 0 0 0 0 0 vfoy vfoy 0
𥾿 1 0 0 0 0 0 0 0 0 vfoj vfoj 0
𥿀 1 0 0 0 0 0 0 0 0 vfa vfa 0
𥿁 1 0 0 0 0 0 0 0 0 vfmg vfmg 0
𥿂 1 0 0 0 0 0 0 0 0 vfp vfp 0
𥿃 1 0 0 0 0 0 0 0 0 krvif krvif 0
𥿄 1 0 0 0 0 0 0 0 0 vfhpm vfhpm,vfhvi 0
𥿅 1 0 0 0 0 0 0 0 0 okvif okvif 0
𥿆 1 0 0 0 0 0 0 0 0 vfsmr vfsmr 0
𥿇 1 0 0 0 0 0 0 0 0 vfnyo vfnyo 0
𥿈 1 0 0 0 0 0 0 0 0 vfhke vfhke 0
𥿉 1 0 0 0 0 0 0 0 0 vfdj vfdj 0
𥿊 1 0 0 0 0 0 0 0 0 vfhmy vfhmy 0
𥿋 1 0 0 0 0 0 0 0 0 vfit vfit 0
𥿌 1 0 0 0 0 0 0 0 0 vfvis vfvis 0
𥿍 1 0 0 0 0 0 0 0 0 vfjr vfjr 0
𥿎 1 0 0 0 0 0 0 0 0 vfniu vfniu 0
𥿏 1 0 0 0 0 0 0 0 0 lnvif lnvif 0
𥿐 1 0 0 0 0 0 0 0 0 vfoms vfoms 0
𥿑 1 0 0 0 0 0 0 0 0 vfbt vfbt 0
𥿒 1 0 0 0 0 0 0 0 0 vfbhm vfbhm 0
𥿓 1 0 0 0 0 0 0 0 0 vfrlr vfrlr 0
𥿔 1 0 0 0 0 0 0 0 0 vfghk vfghk 0
𥿕 1 0 0 0 0 0 0 0 0 vfyr vfyr 0
𥿖 1 0 0 0 0 0 0 0 0 vfwc vfwc 0
𥿗 1 0 0 0 0 0 0 0 0 vfrc vfrc 0
𥿘 1 0 0 0 0 0 0 0 0 vfhd vfhd 0
𥿙 1 0 0 0 0 0 0 0 0 vfhqj vfhqj 0
𥿚 1 0 0 0 0 0 0 0 0 ghvif ghvif 0
𥿛 1 0 0 0 0 0 0 0 0 vfgb vfgb 0
𥿜 1 0 0 0 0 0 0 0 0 vfof vfof 0
𥿝 1 0 0 0 0 0 0 0 0 opvif opvif 0
𥿞 1 0 0 0 0 0 0 0 0 vfopd vfopd 0
𥿟 1 0 0 0 0 0 0 0 0 uovf uovf 0
𥿠 1 0 0 0 0 0 0 0 0 vfklb vfklb 0
𥿡 1 0 1 0 0 0 0 0 0 vfsp vfsp 0
𥿢 1 0 1 0 0 0 0 0 0 vfhbi vfhbi 0
𥿣 1 0 0 0 0 0 0 0 0 vfmms vfmms 0
𥿤 1 0 0 0 0 0 0 0 0 vfom vfom 0
𥿥 1 0 0 0 0 0 0 0 0 vfog vfog 0
𥿦 1 0 0 0 0 0 0 0 0 vfhby vfhby 0
𥿧 1 0 0 0 0 0 0 0 0 vfhbr vfhbr 0
𥿨 1 0 0 0 0 0 0 0 0 vfnir vfnir 0
𥿩 1 0 0 0 0 0 0 0 0 movif iovif,movif 0
𥿪 1 0 0 0 0 0 0 0 0 vfvov vfvou,vfvov 0
𥿫 1 0 0 0 0 0 0 0 0 vfnin vfnin 0
𥿬 1 0 0 0 0 0 0 0 0 vftu vftu 0
𥿭 1 0 0 0 0 0 0 0 0 vfkki vfkki 0
𥿮 1 0 0 0 0 0 0 0 0 vfipm vfipm 0
𥿯 1 0 0 0 0 0 0 0 0 vfhhv vfhhv 0
𥿰 1 0 0 0 0 0 0 0 0 vfnsd vfnsd 0
𥿱 1 0 0 0 0 0 0 0 0 vfnsd vfnsd 0
𥿲 1 0 0 0 0 0 0 0 0 vfsng vfsng 0
𥿳 1 0 0 0 0 0 0 0 0 vfhwk vfhwk 0
𥿴 1 0 0 0 0 0 0 0 0 vfpd vfpd 0
𥿵 1 0 0 0 0 0 0 0 0 vfihq vfihq 0
𥿶 1 0 0 0 0 0 0 0 0 vfmbl vfmbl 0
𥿷 1 0 0 0 0 0 0 0 0 vfskk vfshi 0
𥿸 1 0 0 0 0 0 0 0 0 vfheb vfheb 0
𥿹 1 0 0 0 0 0 0 0 0 vfylc vfylc 0
𥿺 1 0 0 0 0 0 0 0 0 vfyvv vfyvv 0
𥿻 1 0 0 0 0 0 0 0 0 vfpa vfpa 0
𥿼 1 0 0 0 0 0 0 0 0 vfyvv vfyvv 0
𥿽 1 0 0 0 0 0 0 0 0 vfjv vfjv 0
𥿾 1 0 0 0 0 0 0 0 0 vfjdi vfjdi 0
𥿿 1 0 0 0 0 0 0 0 0 ybvif ybvif 0
𦀀 1 0 0 0 0 0 0 0 0 jvvf jvvf 0
𦀁 1 0 0 0 0 0 0 0 0 vfeee vfeee 0
𦀂 1 0 0 0 0 0 0 0 0 jivif givif 0
𦀃 1 0 0 0 0 0 0 0 0 vfglb vfglb 0
𦀄 1 0 0 0 0 0 0 0 0 vfwmv vfwmv 0
𦀅 1 0 0 0 0 0 0 0 0 vfoq vfoq 0
𦀆 1 0 0 0 0 0 0 0 0 vfna vfna 0
𦀇 1 0 0 0 0 0 0 0 0 vfmcg vfmcg 0
𦀈 1 0 0 0 0 0 0 0 0 vfhgu vfhgu 0
𦀉 1 0 0 0 0 0 0 0 0 vfhnd vfhnd 0
𦀊 1 0 0 0 0 0 0 0 0 vfkn vfkn 0
𦀋 1 0 0 0 0 0 0 0 0 vfime vfime 0
𦀌 1 0 0 0 0 0 0 0 0 vfvr vfvr 0
𦀍 1 0 0 0 0 0 0 0 0 vfmym vfmym 0
𦀎 1 0 0 0 0 0 0 0 0 vfmnn vfmnn 0
𦀏 1 0 0 0 0 0 0 0 0 vfvlk vfvlk 0
𦀐 1 0 0 0 0 0 0 0 0 vfig vfig 0
𦀑 1 0 0 0 0 0 0 0 0 vfykn vfykn 0
𦀒 1 0 0 0 0 0 0 0 0 avfd avfd 0
𦀓 1 0 0 0 0 0 0 0 0 vfytj vfytj 0
𦀔 1 0 0 0 0 0 0 0 0 vflws vflws 0
𦀕 1 0 0 0 0 0 0 0 0 vfrau vfrau 0
𦀖 1 0 0 0 0 0 0 0 0 vfgis vfgis 0
𦀗 1 0 0 0 0 0 0 0 0 vfglc vfglc 0
𦀘 1 0 0 0 0 0 0 0 0 vfppg vfppg 0
𦀙 1 0 0 0 0 0 0 0 0 vfhwn vfhwn 0
𦀚 1 0 0 0 0 0 0 0 0 vfrhg vfrhg,vfrmg 0
𦀛 1 0 0 0 0 0 0 0 0 vfefh vfefh 0
𦀜 1 0 0 0 0 0 0 0 0 vfvmg vfvmg 0
𦀝 1 0 0 0 0 0 0 0 0 vfwcb vfwcb 0
𦀞 1 0 0 0 0 0 0 0 0 vfmbm vfmbm 0
𦀟 1 0 0 0 0 0 0 0 0 ehvif ehvif 0
𦀠 1 0 0 0 0 0 0 0 0 vfpiv vfyiu 0
𦀡 1 0 1 0 0 0 0 0 0 vfmmr vfmmr 0
𦀢 1 0 0 0 0 0 0 0 0 vfono vfono 0
𦀣 1 0 0 0 0 0 0 0 0 hivif vivif 0
𦀤 1 0 0 0 0 0 0 0 0 akvf akvf 0
𦀥 1 0 0 0 0 0 0 0 0 hxmvf hxmvf 0
𦀦 1 0 0 0 0 0 0 0 0 vfhpb vfhpb 0
𦀧 1 0 0 0 0 0 0 0 0 ssvif ssvif 0
𦀨 1 0 0 0 0 0 0 0 0 vfsql vfsql 0
𦀩 1 0 1 0 0 0 0 0 0 vfrje vfsje 0
𦀪 1 0 0 0 0 0 0 0 0 vfoha vfoha 0
𦀫 1 0 0 0 0 0 0 0 0 vfiik vfiik 0
𦀬 1 0 0 0 0 0 0 0 0 vfiav vfiav 0
𦀭 1 0 0 0 0 0 0 0 0 vffr vffr 0
𦀮 1 0 0 0 0 0 0 0 0 vfykq vfykq 0
𦀯 1 0 0 0 0 0 0 0 0 vfssr vfssr 0
𦀰 1 0 0 0 0 0 0 0 0 vfmfg vfmfg 0
𦀱 1 0 0 0 0 0 0 0 0 ldvif ldvif 0
𦀲 1 0 0 0 0 0 0 0 0 vfskr vfskr 0
𦀳 1 0 0 0 0 0 0 0 0 vfqki vfqki 0
𦀴 1 0 0 0 0 0 0 0 0 vftyv vftyv 0
𦀵 1 0 0 0 0 0 0 0 0 vfll vfll 0
𦀶 1 0 0 0 0 0 0 0 0 vfwqo vfwqo 0
𦀷 1 0 0 0 0 0 0 0 0 vfice vfice 0
𦀸 1 0 0 0 0 0 0 0 0 vfhau vfhau 0
𦀹 1 0 0 0 0 0 0 0 0 vfddi vfddi 0
𦀺 1 0 0 0 0 0 0 0 0 vfjwj vfjwj 0
𦀻 1 0 0 0 0 0 0 0 0 vfsuk vfsuk 0
𦀼 1 0 0 0 0 0 0 0 0 vfuob vfuob 0
𦀽 1 0 0 0 0 0 0 0 0 vfhgr vfhgr 0
𦀾 1 0 0 0 0 0 0 0 0 vfid vfid 0
𦀿 1 0 0 0 0 0 0 0 0 vfshu vfshu 0
𦁀 1 0 0 0 0 0 0 0 0 vfbuc vfbuc 0
𦁁 1 0 0 0 0 0 0 0 0 vfpng vfpng 0
𦁂 1 0 0 0 0 0 0 0 0 vfofq vfofq 0
𦁃 1 0 0 0 0 0 0 0 0 vfcw vfcw 0
𦁄 1 0 0 0 0 0 0 0 0 vfmmv vfmmv 0
𦁅 1 0 0 0 0 0 0 0 0 vflsh vflsh 0
𦁆 1 0 0 0 0 0 0 0 0 vfjwi vfjwi 0
𦁇 1 0 0 0 0 0 0 0 0 vfomp vfomp 0
𦁈 1 0 1 0 0 0 0 0 0 vfjcm vfjcm 0
𦁉 1 0 0 0 0 0 0 0 0 vfytv vfytv 0
𦁊 1 0 0 0 0 0 0 0 0 vfggy vfggy 0
𦁋 1 0 0 0 0 0 0 0 0 yivif yivif 0
𦁌 1 0 0 0 0 0 0 0 0 vfomi vfoii,vfomi 0
𦁍 1 0 0 0 0 0 0 0 0 vfbhg vfbhg,vfbmg 0
